order_id,products
1611808,47107 26634 39950 3108 22656 6286 34969 49306 9901 41665 27864 33000 28427 26381 41771 40787 21333 34646 2390 24425 46979 24965 40348 43961 3539 48086 9708 6128
1611838,35140 44560 21137
1611842,47626 49683 34358 26209 47766 34969 24852 25890 13629 46979 13198
1611867,21903 13984 46667 9839 13176
1611889,42240 29848 32566 34024
1611894,30353 29363 329 44632
1611937,49683 43961 18362 10070 19057 13176
1611973,28985
1611993,19677
1612034,35887 9825 31981 34050 25890 22825 4920 5991 13176
1612035,34706 17878 13176 5467
1612174,38469 14803
1612213,21137 30489 26023 39877 25931 24954 10749
1612230,38455 16440 13966 23803 15100 24425 36753 9634 40897
1612429,6532 25890 9839
1612439,21137 43575 34243
1612497,20118
1612541,24852 16797 47931 3658 36695 40174
1612574,3298 6184 30633 15541 10326
1612620,12672 40174 7413
1612877,None
1612912,45066 49683 24852 42265 11481 23288
1612988,21903 25272 39877 17634
1612989,None
1612992,19767 31985 19828
1613026,8309 17862
1613069,196 6184 13176 3798
1613105,3796 17397
1613214,19660
1613233,13225
1613236,26911 35503 46802 43861 4455
1613252,27726
1613262,None
1613401,24838 45066
1613426,11777 19816
1613532,46149
1613578,28204 38456
1613600,None
1613633,34320 24852
1613634,36869 46087 47209 35547 3849 35628 33605 22416 43443 2002
1613636,None
1613660,20632 5785 36550 45840 16797 1463 42445 27086
1613692,None
1613739,11182
1613817,9689
1613845,49683 14886 45217 26797 24852 38689 21860 5014
1613880,907 5068 12078 4724
1613925,21614 21051
1614267,None
1614322,21267 18883 329 40396
1614332,None
1614355,None
1614391,11140 17948 21174 46667 25931 15592 47209 1516 3957 13176 10234
1614520,44167 29336 41120 10403 47357 45840 23909 40825 29615
1614592,22963 35951
1614598,4534
1614697,41131 28465
1614763,43154
1614791,None
1615030,32566 36186 4562 23010
1615081,None
1615093,None
1615096,4799 27845 13176
1615124,13176
1615222,None
1615339,16797 12206 27966 1215 31683 10054 41808 38739 46676 5077 43875 21351 46842
1615416,24852 16797 21709 44632
1615432,21137 13176
1615433,None
1615457,5785 33000 21267 43858 13176
1615515,24852 36274
1615569,35561 21903
1615612,130
1615683,1141 49429 27979 6016 19348 3039
1615702,8079 12078 12341 196 30407 4557 8048
1615711,None
1615756,47209 38649 21903
1615771,40706 2611 21616
1615819,39947 432 48205 45007 8424 13176
1616024,20641 196 46061 37710 22802
1616080,25949 39276
1616091,13176
1616171,29284 32883 4289 18699 45370
1616172,11628
1616175,38400 5479 48679 32665
1616194,44560 22035 24654 26209 1158 21137 40604 4799 17600 27845 42701 16083 46802 26351 39160 37119 260 37646 21267 24852 8467 35108 36651 27966 46916 44882 43352 39275 3957 24489 8138
1616214,None
1616389,47626 24852 7485 5450 5479 46979 2480 22993 33768
1616391,8859 14639
1616488,24852
1616512,None
1616593,24964 21903 5619
1616634,24852 32211 28634
1616723,35593
1616767,None
1616806,40199 2962 24852 24231 8758 44987 8385 19660 48086 19678 31717 40678 3957 48628
1616819,21614 47766 5785 21267 42828 13176 17794 32139 21903
1616839,39041 47626 47888 12817 24347 18337 49326 38192 32689 4656 48183 15290 2374 5067 10321 43875 18019 24561
1616915,45066 47626 5652 49191 17454 42551 26695 44632 47209 5240 33407 16521 32446 4799 27845 32979 26842 19678 24852 47900 9515 38720 44866 44359 49520 46979 24964 10644 35221 22935 21405 2983 39877 18382 39928
1616952,31846
1616960,None
1616967,None
1617157,15424
1617286,6931
1617363,None
1617369,11784 32839 30294 19559 33919 19272 13176 28058 22963 39349 31225 10234
1617551,5785 8986 8758 11576 36036 10210 4472 13176
1617555,13176 5077 31720 17915
1617556,1940 16797 21303
1617560,16768 24852 10275 12080 8247
1617578,40706 9009 13649 35221 35989
1617634,21137
1617743,48290 49610
1617753,None
1617792,None
1617813,38608
1617827,None
1617852,32267 37646 36397 432 53 28985 18234 19660 34126 4302 48110 5876 13176 23417
1617905,19660 48015
1617986,34574 3539
1618085,38817 26209 33894 47144 25001 5450
1618358,None
1618385,47626 45066 49683 31334 24184 47226 47766 13974 24235 22218 16641 24852 36144 4920 16185 44925 35199 17794 21903 19348 16797 49098 1511
1618449,36186 13176
1618479,13176
1618499,19348 47766 32316
1618521,22828 42796 46331
1618650,8277 47209 9839 41593 21137 18609 43768 40706 260 30489 41757 37687 42828 39275 13176 41860 21405 39877 18376 27104 10749
1618745,47783 25821
1618794,None
1618831,13176
1618875,None
1618891,22035 17725 36929 49374 30949 47209 34668 43122 13176
1618902,None
1618965,24852 49144
1618969,47626 33315 20339
1618978,21230
1618993,27695 47766 34969 2452 39877 36305 45013 9194
1619013,None
1619143,2273 10441
1619199,None
1619212,12916
1619269,24852 47144 31433
1619367,47766 27966 4942
1619377,27323 29644 23909 46842
1619442,49683 22124 35951 12980 4920 46906 16797 27104
1619670,35470 35561
1619810,39038 21125 32403 8490 18352 31217
1619834,47630 23959 21019 16797 47144 42536 31555 35140 47044 41544 228 24184
1619858,24964
1619904,35628 31724 6927
1619974,47734 3849 32052 17206 34126 21903 21405 13219 45007 27104 8174
1619984,24852
1620014,11777 8277
1620048,21709 15123 35221 4920
1620081,None
1620088,19115 49374 31720 13176
1620169,47626 28204 3631 9839 35951 17600 27845 24852 30489 4920 38739 21903 32734
1620239,47626 49235 21137 812 25466 5514 2452
1620248,9866 44048 12911 11123
1620286,49191 10749 13176 21903 22935
1620305,21137
1620342,17461 13629 26324 21332
1620373,47626 46654 48219 47209 47258 28849 27336 27966 38293 12732
1620413,None
1620438,31374 6422 27681 7600 18498 32852 5077 44125 5097 40299
1620602,None
1620650,39863 16283
1620670,None
1620683,None
1620689,None
1620699,9963
1620721,21635 2014 39408
1620790,12341
1620918,30639 37455
1620919,12341 43352
1620973,23070 8277 13176
1621051,47626 24852
1621067,None
1621167,196
1621168,43295 42445 13176
1621177,13575 1940 16797 6184 21288 196 49235 3798 9434 17122 19691 9076 13176
1621341,None
1621413,39450 31273 47209 12395 20670 27336 44787 41716 12545 2855 11576 329 9076 13176 18814 18399
1621415,33294 36389 8230 40545 35003 4799 19678 4853 12036 24838 24852 44359 40268 34126 7503 21903 22935 39877
1621549,24852 2962
1621550,28934 21227
1621591,44548 14852 49235 8277 27750 47209 43129 39055 25753 36011 17600 17652 24841 3952 38772 13176 20345 24964 32655 21903 27086 38383
1621643,47626 34358 26209 19057 47029
1621673,None
1621734,21903
1621765,31373 24852 47766 34270
1621965,None
1622028,12894 24852 21282 29615
1622075,19660
1622081,39581 24701
1622137,21137 13176
1622180,11777
1622187,24852
1622193,21938 8518 27104 8174 47734
1622206,27845 6347 13176
1622219,None
1622303,47209 13176
1622331,43352
1622341,47626 24852 41651 32331 21333
1622367,12384 13176 22935
1622435,None
1622483,38277 37933
1622495,43295 21903 22935 41950
1622523,37911 39706 2971 16926 15011 33705 46253 18606 37188 15693 6489 10586 42987 47866
1622645,None
1622731,None
1622746,47144
1622838,13176
1622839,2763
1622899,12099
1622954,24852
1622960,16797 47087
1623028,24852 8518 25804 31717
1623085,649 33466
1623116,None
1623120,27695 49235 47209 27241
1623191,35946 15008 47931 932
1623266,24852 27690 35376 37042
1623385,None
1623556,5212
1623705,9477 138 34969 24731 41771 26209 20463
1623818,17948 27172 5161 47209 24838 29460 24385 41330 13176 17794 32138 11182 18362 34243 13292
1623904,19660
1623958,47626 45066 49683 48679 26209 14947 30391 19678 10514 24852 42265 30489 28985 44359 34126 17284 21903 35221 21405 34243 39877 8158 31717
1624078,20995 22035 20082 21137 5785 10467 27966 13176
1624086,5077
1624104,3298 40939 8843 45051
1624130,48645 35336 11826 48205 33357 33871 28241 7781 5750 40581 27307 39097 5819 27344 1263 4847 43772 34582 32566 27966 21333 33122 9580 23410 9076 45948 28560 16797 40376 5077
1624137,47626 5212 37718 13198 1511
1624180,11520 49191
1624200,23579 25146 34380 10840 45681 11889 5250 35536 37646 24852 32020 47990 13712 33716 38844 39408
1624302,26629 33716 38895 13176
1624308,12384 21616 24852 5450 11712
1624329,22035 23585 13350 12885 21137 30450 35585 24838 44359 19272 5479 46969 7035 45948 27521 3481 48034 48559 39877 24010
1624368,47209 6287 21137
1624388,8571
1624421,17949 31263 5161 27690 30252 25659 8277 26209 36968 19048 19057 42110 47766 27845 42701 19678 36070 26369 40706 28934 42768 42265 29987 14633 3376 42828 8022 21847 39275 41844 42356 13176 17795 43908 24964 29574 46584 6046 42403 21417 43961 24506 14267 33731 45007 20431 7649 38383 36345
1624502,15872 21137 36186 1396 46979 7156
1624636,None
1624681,5128 13944 16696
1624690,22035 47766 21267 24852 28476
1624734,40091 6813 12743
1624813,None
1624834,11408 1181 38341
1624844,2120
1624923,4398
1624948,37888 1811 31960 6631 46842
1624958,None
1624979,22935 5785 39877 12756
1624985,31759 8571 4724
1625007,12916 11512
1625044,47209 20082
1625128,35342 15902 22053 11308 3176 10869 44167 5268 13481 33452 45234 8898 1236 42731 34050 1287 9995 7437 7952 24852 16696 31564 23388 31596 40865 6052 47050 7116 47601
1625141,24852 2386
1625184,20495 43556 38444 12863 26709 40028 38054 8390 34523 16647 277 23322 10084 23909 6647
1625254,27521 30489 30233 11182 21938 18370 24184 45007 27730 3835 22115 38383 40571
1625316,None
1625376,49683 47209 21137 27845 16083 38159 28985 13176 36256 27086
1625447,24852 19677
1625448,None
1625453,35939 47209 35951 30391 19660 22935 13798
1625457,47626
1625506,44632 10851 14947 39581 2717 21709 35221
1625532,27156 27690 38988 10895 21137 40174 48487 39275 7559
1625618,18583 42392 16797 6184 24135 43352 32478 30827 31985 8048
1625637,2611 24852 21903
1625653,49683 2091 39475 49235 21137 42736 43772 34065 44359 33731
1625660,14165
1625824,8260 5818 44799 33065 927
1625954,7315 33000
1625986,17600 42701
1626027,None
1626032,24852 43352
1626163,None
1626349,7303 33623 49519 13176
1626445,5132 30233 2091 28226 45645 44632 21137 38558 31433 21709 24810 19204 24838 42255 11063 27966 5450 9550 10070 32655 35221 27044 30122 26620
1626583,24852
1626588,None
1626590,14486 27999
1626610,24852 34969 36011 44475 6341 36046 44368 23760 4562 33368 29664 7781 21616 10106
1626683,37646 11068 38480
1626708,24852 21935 23230
1626738,30117 19006 8277 20339
1626894,12935 5393 37158 36036 7521
1626938,4957 5077
1626978,45066 24852
1626990,44051 6799
1627039,25133 35951 20632 39643 4921
1627040,24852 47780 9036 40545
1627049,47626 26209 47766 24852
1627173,28204 39180
1627209,11777 2838 8475 22959 26604 9076 10613 15100
1627223,33198
1627275,24852
1627297,5258 43154 22802 196
1627305,None
1627306,2240 16797 23082 39699 5077 19604
1627319,32655 22035 5785 47672 38734 9839
1627374,None
1627432,25623 31305 19574 9387 27325 29405 16174 27963 9551 44925 3990 1950
1627438,24852
1627628,33352
1627698,13245
1627701,46149 32156
1627741,13176 24186
1627786,40706 8555
1627808,44359 31342 4210
1627833,None
1627838,22754
1627839,47683
1627865,45066 15902 1076 41544 26209 47209 27241 8424 44310 4957 14218 21903 38288 16797 1511
1627917,28204 22089 49247 34448 47766 21150 32433 24852 4920 43352 36189 20899 49075 22963 13249 33731
1627964,None
1627971,41131
1628090,30720 47626 3090 49683 21137 39605 43772 43789 39190 27639 1374 41319 10621 21903 22935 16797 27086
1628110,None
1628115,9901 9389 7606 39496 35915 29392 3693
1628123,None
1628154,16185 21468 10974 47734 1402
1628186,None
1628212,8843 10258 6184 3798
1628289,None
1628393,19977 46738 22309 48173 29487 8424
1628421,None
1628431,21903 21137 14233 37067 47209 26604 25466
1628499,47626
1628580,48186
1628663,None
1628667,47766 34969 9051 49610
1628688,None
1628736,40706 47626 12845 15937 27086 41463
1628763,None
1628822,6187 21137 13176 36764
1628839,41290 21616
1628858,48576
1628870,None
1628885,13176 21903
1628914,8193 48171 35951 21616 42265 4920 4957 17334
1628915,1902
1629029,21903 1337 9421 40156 13176
1629066,34841 28842 28881 37646 24852 39275 32624 21375 49098
1629118,11759
1629136,13249 27845 49235 30169 18523 4957 22124 40571
1629313,15290 25890
1629402,40706 47766
1629450,21070
1629471,27966 329
1629561,42535
1629715,13176
1629723,27147 18670 44799 5450 30170
1629757,36746 27925 38689 19173 19057
1629873,24852 16797 36011 1336
1629987,None
1629993,47209 21616 40063 48835 24852 17878
1630054,None
1630123,None
1630168,28419 24852 20000 28464 25804 27730 23909
1630235,5732 47209 35951 5876 11520 8518 34126 24964 21903 22935 45007
1630267,None
1630299,None
1630323,None
1630381,33240 508
1630485,32141
1630597,24852 47766 38944 17332 3802 33398
1630753,None
1630771,8736 20794 28613
1630811,None
1630853,21137 47766 19677 24964 38312 45007 38383
1630926,43295 216
1630932,21312 47209 8174 13176 46969
1630976,24852 23898 27247 19322
1630988,38456 26209 24184 21137 47766 37570 36550 43768 48395 16185 6474 9058 13176 21376 21903 19895 27104
1630989,None
1631032,47766 25443
1631037,47141 12011
1631102,33401 48559
1631106,47209 12206
1631272,30252 19057 21137 30391 22963
1631293,13176
1631311,25133 32689
1631412,47626 49683 9387 9689 48745
1631454,22151 16797 9387 11512 29307
1631532,38400 22021 27681 12324 46656 3661 20561 26209 20073 44142 1160 14992 4289 42731 41714 22782 43263 260 2316 24852 18709 11574 18747 41787 35163 23417 43389 35727 2977 15780 45007 33234 39408 48626 4605
1631534,38944 29010
1631604,2120
1631638,18987 9838 16696 36443 41406
1631667,47766 37067
1631737,46979 22935 30233 44632 34270
1631780,33303 45123 8277 7781 47209 9839 21137 37029 12469 43713 19660 22825 12597 13176 22935 11765
1631830,11520 37892 21405 16797 12703 26800 48444 45007 5077 27104 9839 13176 46969
1631912,45066 27695 5212 47766 41665 28373 8952 25346 39180 24852 41242 14633 29487 33636 12144 1408 7054 21903 2452 16797 36256 40396 10749
1631939,None
1632043,33548 11422 48171 43209 23909
1632187,2480 2993 3583
1632267,None
1632305,27521 47626 21903 24852 4945 26842 12258
1632314,38544 47766 39180 24852 35628 11140
1632317,None
1632358,None
1632399,None
1632402,None
1632412,2086 29270 18027 40604 7398 11087 21903 16303 2014
1632439,17794 42244 30774 27845 34377 44632 5479
1632514,38274 24964 42342 21497
1632607,25890
1632617,21883
1632619,27966 49517
1632677,17794 31720 34166 34943
1632678,47209 35951 35503 37646
1632785,None
1632823,None
1632851,None
1633052,4920 27845 13176
1633195,17676 12179 24852 28061 47409 31981 14196 4094
1633196,10761 17553 5785 10912 12745
1633224,None
1633293,22035 27715 10831 49235 19057 21137 7314 47766 37029 27845 21227 6948 4410 46906 13176 21903 14764 8174 39928 10749
1633390,27521 44422 19875
1633442,47626 21288 28985 26209
1633450,9225 7693 1069 49279 47759 14992 12508 17122 46307 34063 28441 24361 41301 343 23909 15760 16797 7631
1633468,10326 43352
1633509,7521 47977
1633568,21903
1633612,26115 5258 7862 32478 8953 33147 907
1633616,13176
1633775,196
1633781,37923 27179 47427 83 5985 737 23909 12013 22142
1633864,None
1634043,20119
1634080,40706 47209
1634092,21137
1634134,13176
1634139,33198
1634163,24852 8277 5077
1634310,23296 28427 14493 35004 37067 44527
1634336,11777 45066 27156 18479 26209 24184 5785 35547 5876 8518 5450 24964 10644 2966 22935 37276 22990 31717 1516 26604
1634343,34234 42049 23020
1634345,789 11986 44152
1634354,44292 5794 11576 21616 2809
1634378,24852 25890
1634384,None
1634416,39428 47626 24852 29487
1634488,24852 15649 42828 21903 34717 22959 27104 32747
1634495,35914
1634506,26128 24184 21137 5785 1695 28349 34497 19677 43768 25852 34565 24852 36165 30059 3957 24964 46990 47011 26047 39877 27104 29180
1634537,None
1634598,None
1634606,36676 13176
1634616,None
1634675,None
1634716,39280
1634794,32303 41649 18610 19145 6867 14566 38146 24852 23322 12606 46946 16797 12727 7116 5077
1634838,None
1634879,12341
1634941,None
1635012,15541 13176
1635044,33787 30776 29837 21137 49325 9390 39108 6347 21227 15613 37646 22825 20794 34126 36695 5479 44422 13225 36792 39877 45007 21479 39928 10749
1635076,None
1635093,42585 19057 43662 6341 24852 16185 27521 21903 39877 36316
1635159,21616 24852 45445 16797
1635237,27966
1635309,None
1635335,24852 6046 44085 15100
1635341,18465 47766
1635368,13176
1635394,None
1635452,5450 44632
1635470,13870 25138 44632 21709 42817 36724 3957 31663
1635488,5640 24852 30142 31683
1635489,49175 19635 30391 46308 43289 3952 27521 8103 26599
1635555,8048 12341 13176
1635589,16965 31954 14084 28934 25890 20842 49520
1635640,None
1635679,45234 23909 39276
1635929,42244 22959
1635956,None
1635957,11520 21137 47766 28985 4920
1635959,24852 32120 47817
1636089,24852 27845 33768
1636104,5134 25659 49247 4793 27845 34069 13176 16262 30135 48628
1636130,23909 31981 4210
1636206,38988 21616 4799 16083 4428 7054
1636274,5134 22035 5161 8277 26209 9839 21616 26790 22198 30391 27845 27966 42828 1890 36724 21903 45970 31640
1636309,36011 24852 21903 22935 39877
1636354,24852 30489 4920 18362 15604
1636405,23909
1636470,47141 3664 31888 196 31981 24852 17704 32645 22943
1636484,45066 24852 5077 7781
1636561,24852 28204
1636598,14852 43662 6873 34050 35108 28465 3988
1636615,49683 47209 15028 8103 43961
1636640,21903 48679
1636665,None
1636698,None
1636720,23102 42585 28256 7781 11367 31343 11461 36070 40706 4920 16797
1636732,49416 24852 7963 25890 5449
1636805,49235 27845 18362
1636830,21137 24852
1636874,None
1636894,21903 30391 46906 40123 28373 47209 13176
1636940,21607 21616 33443 22224
1636972,17794 1819 44359 37067 46802 30676 36717 43122
1636975,None
1636994,21709 26165 13176 8475
1637022,36695 4451
1637098,47492 34448 17948 22559 43352 41844 33407
1637123,18465 9020 44479 6336 17600 42193 48857 35163 25824 47209 13176
1637158,21267 24852 25890 29487 11068
1637232,35652 20940 23423
1637373,32864 2361 48017 9689
1637380,47931
1637446,20015 11520 7952 38164 13176 21903
1637521,13914 13259
1637678,47766
1637814,30639
1637883,47107 38028 30247 28204 38200 10070 16358 43772
1637898,21709 14553 34574 22298 2855 21872 13176
1637952,130
1638002,14233 49111 890
1638005,196 29735 5258 17976
1638021,10326
1638108,37656 23203
1638144,18439 4920 8424
1638172,47616 10753 27156 13858 43616 21137 34969 28373 3849 24852 25949 19322 45437 2450 38293 21938 5077
1638234,6297
1638256,3151 47209 4462 5876 13176
1638287,None
1638306,48857 43908
1638334,None
1638376,26509 24852 5322 22866 11109 1126 44142
1638384,45066 895 13113 27845 8012 17630 7781
1638442,17616
1638479,7308 14872 22553 3490 37029 48423 22825 34126 45007 24535 16349 42736 20082 13176 12797
1638494,14493 12965 31022 41273 15290
1638497,25133 2298 24852 11109 43394
1638605,None
1638606,12935 16908 23198 18362 34622 49235 18670
1638618,42265 4697 2275
1638620,None
1638671,6383 47990 41860
1638755,6184 21386
1638851,11827 18104 10145
1638899,47626 45066 48679 7781 47766 7361 42244 36117 27966 39928
1638927,None
1638934,32403 12206 12381
1638968,5917 2091 15820 30320 29309
1639054,21292 30827 13176 33081
1639131,16139
1639204,12395
1639430,33827 25691 27316 287 2374 20463
1639445,None
1639454,46087 5646 13851 3674 45210 11933 18610 38625 48364 34551 40199 27966 8021 33642 39275 5514 16291 36305 3561 41972
1639481,29926 9387
1639488,32566 18234 13176 25466 18362
1639492,None
1639507,None
1639552,22024 24604 47144 48702 4673 581 38028 14992 17556 18074 23734 39108 17096 44799 18218 23888 21330 35163 1396 13176 46979 44514 32239 6647
1639554,None
1639685,21903 19057
1639686,18200 23909
1639720,34358 9297 48721 23645 10333 31378 46252 35505 42176 2245 11461 35042 35108 17221 49517 28031 38797 14780 2535
1639743,None
1639771,None
1639832,5031 6772 40691 23543
1639842,None
1639904,30850 32655 46226 24852 47766 17577 28085 19393 41588 24184 4605
1639939,41355 11298 39204 16816 22104
1640024,None
1640030,20940 13176
1640053,46979 7054 24852 14486 18583 1440 10017 28204 34243 39877 45007 33120 29180
1640090,44632 48857 24852
1640144,8277 41716 24852 38164
1640228,13176
1640247,17924 33768
1640294,None
1640364,34949 10385 31506 40723 21137 18465 22825 12341 26940 28476 27966 20034 10831 43352 41950 7010 39275 26604 31343 13176
1640365,7188 47766
1640378,27951
1640415,17424 47380 43183 41950 23139
1640425,None
1640491,35887
1640514,None
1640598,12916 8843 24852 2374 22882 3039
1640651,3696
1640695,32134 38159 44393 25588
1640709,32655 32156 35752 5438 15211
1640862,21903 24852 4920 46906 41950 9825
1641024,37017 36640 30391 19660
1641033,49235 1940
1641063,43154
1641066,37496
1641073,21903 21137 22035 24852 28849 27845 42828 13646 9808 34126 16083 28127 31343 890
1641104,33055
1641130,47766 8021 18288 5876
1641171,39276
1641286,39270
1641290,37508 43654 3599 24852 47766 5785 29124 36550 44632 32864
1641422,13176
1641442,37659 45004 27696 18842
1641482,24852 9372 27086 43875
1641491,38683 10163 4029 40656 45154 21616
1641505,27275 17191 29503 196 40910 36691 43631 18418 43387
1641532,1940 10326 30827
1641603,44544 16414 6244 37477 17008 49279 42646 47298 762 43314 8536 10648 40346 39844 13249 10703 45054
1641615,None
1641627,196 5769
1641717,21903 28985 47209
1641733,14852 21573 40032 6244 25197 40631 37067 32465 37103 35628 46513 44487
1641778,26135 48183 15290 27196 17993 33368 21472 44142
1641806,38775 16797
1641834,24852 19348 19660 38734 49235
1641886,31651 41400 13914
1641946,21903 21137 30489 31915 21292 28985 47209 13176
1642030,20738 28593 33911
1642048,None
1642111,33065 41131 46026 12013 43892
1642123,None
1642204,22035 47766 38313 17600 18523
1642284,34050 8571 196
1642340,5785
1642353,14674 18523
1642436,33313 13176
1642442,42504 2876
1642459,21137 27966
1642498,45123 47209 9839 9339 9934 30949 5876 11543 22825 4942 39275 13176 27521 17828 33198
1642643,40992 17487 8277 18011 5212 27744 21616 21137 5785 11520 24852 47388 29987 4920 27966 35652 5479 24964 22935 25513 38827 16830
1642660,47626
1642664,15424 5069
1642692,20518 39814 32689 12341 16283
1642729,None
1642824,11777 14467 12572 28204 4920 46906 40268 27086 32478 23909 20583
1642829,47977 24852
1642856,47626 20754 21137 22935 8859 41757 34358 45368 46270
1642898,21903 45007
1642938,7175 47652 47209 35951 21137 28358 20168 15085 27900 11519 40709 36117 22825 19261 27966 28002 33124 38249 39275 13176 29077 38313 10749
1642975,21137 27845
1642979,46065 34343
1643167,30309 43154 38063 24852 14168 23909 31608 10117 4006 21497
1643198,24964
1643346,44422 18583 424 5450 7649 33768 39928
1643357,8230 30776 9421 41716 24852 5479 3957 32655 42445
1643421,21137 27845 5322 24852 2452 28058
1643431,49235 19559 47209 23192 16048 16185 13176 22437 5547 18382
1643488,5077
1643518,47626 15399 18027 25199 21616 31506 25890 14167 21903 21401 46049
1643576,13176
1643603,21386 47766 43802 47144 40377 16083
1643612,26209 47209 17038 39806 24964 32177 39877 26604
1643660,47209 24184
1643686,47626 47766 22935
1643828,6182
1643981,12341
1644076,47144 11352 21137 24852 14218 9124 5077
1644089,4210 24852 36339
1644098,10957
1644173,None
1644235,15541 32478
1644244,24964
1644302,26369 21903 24852 18465 35383 27845
1644331,None
1644487,43522 21543 45613 31533 37935 24631 47687 28879
1644519,18523 21616 27845 24841 24852 9018 47439
1644639,None
1644782,None
1644858,22129
1644911,14766
1644985,None
1645116,21903 24852
1645120,2678 15958
1645277,41273 41665 24531 39646
1645321,None
1645405,9124
1645417,24838 46990
1645496,None
1645539,22025 21267
1645546,None
1645571,21903
1645575,None
1645617,5120 8277 47209 5876 13176 20876 31640
1645668,None
1645769,None
1645780,37317 42447 32478
1645798,39657 26348
1645906,8638 29309
1645908,1025 1063 3627 7753 47209 13457 25804 3952 13176 45948 28058
1645973,27845
1645988,21616
1645990,24852 47788 8174
1646096,None
1646113,24852 16185
1646134,4210
1646137,38312 42699 15984 41842 49404 9178 48220
1646151,None
1646219,21137 43154 39275 116
1646237,20015 47209 21903
1646302,28278 35986 47766 29898 32478 24852 21376
1646325,None
1646403,None
1646483,13176
1646549,None
1646583,30233 27845 45007 8277 16616
1646588,4210
1646599,21137 14371 1194 28985 28476 27966 35652 27845 27730 49235 46676 8277 43351 26207 47590 40425 47209 41325 13176 5876 25718 39928 38777 24954
1646626,22025 34358 27237 47766 3990
1646629,None
1646681,None
1646749,9623 45603 20266
1646849,None
1646960,47626 17948 5161 26209 26217 35951 21137 24852 27966 10621 27521 21903 28601
1647041,5120
1647054,28373 23029
1647128,24852
1647129,22089 44632 41658 24852 21288
1647150,42585
1647176,24852 46749 43049 28371 22612 22767 18674 3318
1647224,31231
1647256,34908
1647259,None
1647279,None
1647294,12039
1647351,25718 18606 2855 35188 7029 13176 18362
1647376,37123 24852 18926 47087
1647396,43662 20754
1647432,36865 40516 28849 9430 42719
1647462,9839 47766 9387 5805 44765 6891 34061 24852 6933
1647466,27845
1647562,8193 44570 19003 48205 34487 31439 2258 8424 19691 24852 4377 23360 34664 9584 26497 20381 26040 44987 22989
1647568,None
1647594,17315 10473
1647840,44042 14419
1648000,47912 29118 23362 44765 44795
1648002,47626 9337 8859
1648041,39959
1648079,27757 35989
1648111,666 44449 20955
1648123,None
1648178,33614
1648197,29118
1648211,21137 27086 26209
1648271,32648 24852 7715 29487 6348 38739 39408
1648349,15879
1648368,None
1648400,16797 28985
1648416,47766 13176
1648433,None
1648449,21385 21903 46363 12341 31805 5985 13176 8571
1648517,34185 13966 21925
1648597,39993 14947 4920 1463
1648601,33198
1648742,None
1648750,38273 34565 14858 21137 24852 49191 5449 4942
1648752,49683 34358 21616 24852 29487
1648760,None
1648801,20738 21137 21405 329 18523 9839 36724 17652 13176
1648961,39581 25896
1649045,15950 42585 11006 33640 13176 24964 22935
1649077,None
1649088,49235 35504
1649232,43295 46627 932 46393 49518 47223
1649310,36393 13249 46165 15221
1649315,39947
1649374,13575 21288 46632 9076 4920 41787
1649442,38277
1649483,14467
1649535,30233 5785 8518
1649559,None
1649561,27521 36256 25424 25705
1649663,24838 37646 47766 21616
1649674,10654 4006 28993 23909 48741
1649825,13838 14401 12384 13070 12572 13176
1649854,24964 40604 16995 47209 38383
1649859,28918
1649896,16415 18465 2086 36397 23094 10814 44632 8297 29801 14992 26768 41618 22178 5876 16169 5479 21872 13176 45955 19862 16290 24535 40427 9210 10749
1649903,13575 21903 32689 12341 33081 31422 7021 48762
1649909,47388 27966 8518 35535
1649976,11869 35825
1650006,13351 45
1650139,48015 9623
1650147,33682 24852 48808 25132 27086
1650150,6166 39993 26209 20114 10442 16213 17316 44968 2014 47601 22006
1650210,34969 36011 42174 42460 1006
1650322,None
1650361,11885
1650390,None
1650394,24964 26384 30776 27845 2509 13176
1650400,33791
1650408,None
1650412,11520 47626 3599 30489 19660 8424 22124
1650443,21903 35886 15200 17902 13424 13176
1650455,24852 23322 44059 46059
1650544,None
1650627,40198 35221 5545 3631 39495 14814 5479 9337
1650668,35842 44580 15937 41065 12395 19057 24184 5876 30489 7963 5479 13176 22935 19894 11707 40397
1650722,11520 7715 9598
1650784,40332 20496 15131 14372 16953 26209 14443
1650799,None
1650841,31317
1650845,38471 32331 3661 40571 48784 33043 11679 12743
1650846,None
1650847,4605
1650881,None
1650888,None
1650924,15399 17487 3672 4429
1650956,20955 35951
1650985,13575
1651021,30233
1651024,None
1651072,45570 39947 30776 28745 21070 42110 38527 651 10896 12440 36011 35503 17600 23233 37067 24799 40706 9534 5450 42828 33120 30561 3952 3957 46969 17794 46979 6532 44422 32655 1463 14778 18362
1651076,21903 25489 22935 25890 21938 31040 10749 30668 49235 44632 45535 14947 37626
1651082,26706
1651099,21903 32655 16616 32747
1651114,11520 39475 27845 34262 29405 16097 43621 19057
1651228,39040 11777 24852 28199
1651270,1463
1651295,44421 1464 30565 1511 5737
1651305,12905 6385
1651344,None
1651503,21137 26104 33081
1651556,16797 49054 34469 6448 27730 6760
1651569,13176
1651588,31242 16525 21903 8087 1463 4799 8022 35161 42719 17632 40545 6774
1651594,None
1651601,None
1651692,24964 22035 34126
1651892,37188
1651945,None
1651966,9175
1651976,44042 23577
1651983,13176
